"id","title","summary","venue","year","authors","citationCount","referenceCount","influentialCitationCount","url"
"016760dc4a05489ddf5dbb48aecbb49e214e1b71","Birds Have Four Legs?! NumerSense: Probing Numerical Commonsense Knowledge of Pre-trained Language Models","Investigating whether and to what extent one can induce numerical commonsense knowledge from PTLMs as well as the robustness of this process finds that this may not work for numerical Commonsense knowledge.","Conference on Empirical Methods in Natural Language Processing",2020,"Bill Yuchen Lin,Seyeon Lee,Rahul Khanna,Xiang Ren",115,32,11,"https://www.semanticscholar.org/paper/016760dc4a05489ddf5dbb48aecbb49e214e1b71"
"c3d487ca75f26adadd94ba7af4b57aed8d661ff3","Automatic Knowledge Acquisition for Object-Oriented Expert Systems","An Object Oriented Model for building Expert Systems is described and original algorithms which deal with total and partial structural similitude of objects to facilitate knowledge acquisition are proposed.","ArXiv",2020,"J. Colloc,D. Boulanger",1,9,0,"https://www.semanticscholar.org/paper/c3d487ca75f26adadd94ba7af4b57aed8d661ff3"
"8256f48f759cf85044db251cc512f965834945b3","Rethinking Positional Encoding in Language Pre-training","This work investigates the problems in the previous formulations and proposes a new positional encoding method for BERT called Transformer with Untied Positional Encoding (TUPE), which can achieve a higher score than baselines while only using 30% pre-training computational costs.","International Conference on Learning Representations",2020,"Guolin Ke,Di He,Tie-Yan Liu",194,34,22,"https://www.semanticscholar.org/paper/8256f48f759cf85044db251cc512f965834945b3"
"0bfd4ed399054eae26c3cdaabc0aed80ca95e125","Neural Power Units","The Neural Power Unit (NPU) is introduced that operates on the full domain of real numbers and is capable of learning arbitrary power functions in a single layer and fixes the shortcomings of existing arithmetic units and extends their expressivity.","Neural Information Processing Systems",2020,"Niklas Heim,T. Pevný,V. Šmídl",8,25,3,"https://www.semanticscholar.org/paper/0bfd4ed399054eae26c3cdaabc0aed80ca95e125"
"79e5447a394ad178aa0fdaef1d2f1ecf9bf07e88","Teaching Pre-Trained Models to Systematically Reason Over Implicit Knowledge","This work provides a first demonstration that LMs can be trained to reliably perform systematic reasoning combining both implicit, pre-trained knowledge and explicit natural language statements, and demonstrates that models learn to effectively perform inference which involves implicit taxonomic and world knowledge, chaining and counting.","Neural Information Processing Systems",2020,"Alon Talmor,Oyvind Tafjord,Peter Clark,Yoav Goldberg,Jonathan Berant",86,42,10,"https://www.semanticscholar.org/paper/79e5447a394ad178aa0fdaef1d2f1ecf9bf07e88"
"63857190aaf5aab1d94b54bb257b7b03b8cb5a50","GMAT: Global Memory Augmentation for Transformers","This work proposes to augment sparse Transformer blocks with a dense attention-based $\textit{global memory}$ of length $M$ ($\ll L$) which provides an aggregate global view of the entire input sequence to each position, and empirically shows that this method leads to substantial improvement on a range of tasks.","ArXiv",2020,"Ankit Gupta,Jonathan Berant",37,30,3,"https://www.semanticscholar.org/paper/63857190aaf5aab1d94b54bb257b7b03b8cb5a50"
"0c7f81e26ae77b4be5e5e6ab96641effe219ab1c","Probing for Multilingual Numerical Understanding in Transformer-Based Language Models","Novel multilingual probing tasks tested on DistilBERT, XLM, and BERT find evidence that the information encoded in these pretrained models’ embeddings is sufficient for grammaticality judgments but generally not for value comparisons.","BlackboxNLP Workshop on Analyzing and Interpreting Neural Networks for NLP",2020,"Devin J. Johnson,Denise Mak,Drew Barker,Lexi Loessberg-Zahl",11,9,0,"https://www.semanticscholar.org/paper/0c7f81e26ae77b4be5e5e6ab96641effe219ab1c"
"51c62d63c6204deecb24a1d3f9ea8e0a42d23817","Neural Learning of One-of-Many Solutions for Combinatorial Problems in Structured Output Spaces","This paper formally defines the task of learning one-of-many solutions for combinatorial problems in structured output spaces, which is applicable for solving several problems of interest such as N-Queens, and Sudoku, and proposes an RL based approach to jointly train the selection module with the prediction network.","International Conference on Learning Representations",2020,"Yatin Nandwani,Deepanshu Jindal,Mausam,Parag Singla",11,32,0,"https://www.semanticscholar.org/paper/51c62d63c6204deecb24a1d3f9ea8e0a42d23817"
"a20712b1b9779ee43ce143a19b3f67f0cacbbf57","Neural Databases","This paper describes NeuralDB, a database system with no pre-defined schema, in which updates and queries are given in natural language, and describes an algorithm that learns how to create the appropriate sets of facts to be fed into each of the Neural SPJ operators.","ArXiv",2020,"James Thorne,Majid Yazdani,Marzieh Saeidi,F. Silvestri,Sebastian Riedel,A. Halevy",8,59,0,"https://www.semanticscholar.org/paper/a20712b1b9779ee43ce143a19b3f67f0cacbbf57"
"2cc3ab9fa41ba2804e301f7eae9598636e62422a","Investigating the Limitations of the Transformers with Simple Arithmetic Tasks","It is found that how a number is represented in its surface form has a strong influence on the model’s accuracy, and this result bolsters evidence that subword tokenizers and positional encodings are components in current transformer designs that might need improvement.","ArXiv",2021,"Rodrigo Nogueira,Zhiying Jiang,Jimmy J. Li",60,48,8,"https://www.semanticscholar.org/paper/2cc3ab9fa41ba2804e301f7eae9598636e62422a"
"13c4e5a6122f3fa2663f63e49537091da6532f35","Are NLP Models really able to Solve Simple Math Word Problems?","It is shown that MWP solvers that do not have access to the question asked in the MWP can still solve a large fraction of MWPs, and models that treat MWPs as bag-of-words can also achieve surprisingly high accuracy.","North American Chapter of the Association for Computational Linguistics",2021,"Arkil Patel,S. Bhattamishra,Navin Goyal",271,29,31,"https://www.semanticscholar.org/paper/13c4e5a6122f3fa2663f63e49537091da6532f35"
"57d1e7ac339e783898f2c3b1af55737cbeee9fc5","Measuring Mathematical Problem Solving With the MATH Dataset","This work introduces MATH, a new dataset of 12, 500 challenging competition mathematics problems which can be used to teach models to generate answer derivations and explanations, and shows that accuracy remains relatively low, even with enormous Transformer models.","NeurIPS Datasets and Benchmarks",2021,"Dan Hendrycks,Collin Burns,Saurav Kadavath,Akul Arora,Steven Basart,Eric Tang,D. Song,J. Steinhardt",283,59,20,"https://www.semanticscholar.org/paper/57d1e7ac339e783898f2c3b1af55737cbeee9fc5"
"d898662fb0519f00f5ccc87f06294fa7322715b4","LUNA: Language Understanding with Number Augmentations on Transformers via Number Plugins and Pre-training","The LUNA framework is proposed which improves the numerical reasoning and calculation capabilities of transformer-based language models and bridges the gap between number and vocabulary embeddings with number pre-training and model distillation.","ArXiv",2022,"Hongwei Han,Jialiang Xu,Mengyuan Zhou,Yijia Shao,Shi Han,Dongmei Zhang",5,19,0,"https://www.semanticscholar.org/paper/d898662fb0519f00f5ccc87f06294fa7322715b4"
"d3a7a4543d83f568f79d1febe8379465ff0140c9","A Survey of Deep Learning for Mathematical Reasoning","This survey paper reviews the key tasks, datasets, and methods at the intersec-tion of mathematical reasoning and deep learning over the past decade, and evaluates existing benchmarks and methods and discusses future research directions.","ArXiv",2022,"Pan Lu,Liang Qiu,Wenhao Yu,S. Welleck,Kai-Wei Chang",41,233,1,"https://www.semanticscholar.org/paper/d3a7a4543d83f568f79d1febe8379465ff0140c9"
"37588705a2af7d5b24d901dd33ade1ff293aabdd","Investigating Numeracy Learning Ability of a Text-to-Text Transfer Model","This work investigates the ability of text-to-text transfer learning model (T5), which has outperformed its predecessors in the conventional NLP tasks, to learn numeracy, and considers four numeracy tasks.","Conference on Empirical Methods in Natural Language Processing",2021,"K. Pal,Chitta Baral",14,18,1,"https://www.semanticscholar.org/paper/37588705a2af7d5b24d901dd33ade1ff293aabdd"
"ff8f3dfd9e2f4a92310999722abefab202935521","Do Language Models Understand Measurements?","This study shows that PLMs lack the capability required for reasoning over measurements, and proposes a simple embedding strategy to better distinguish between numbers and units, which leads to a significant improvement in the probing tasks.","Conference on Empirical Methods in Natural Language Processing",2022,"Sungjin Park,Seung-kook Ryu,E. Choi",0,26,0,"https://www.semanticscholar.org/paper/ff8f3dfd9e2f4a92310999722abefab202935521"
"c9343c26a0e604f7afd94b7290bbdf8d96cd65b6","Predicting Numerals in Natural Language Text Using a Language Model Considering the Quantitative Aspects of Numerals","This paper measures the NCS acquired by existing neural language models using a masked numeral prediction task as an evaluation task and proposes methods to reflect not only the symbolic aspect but also the quantitative aspect of numerals in the training of language models, using a loss function that depends on the magnitudes of the numerals and a regression model for the masked numal prediction task.","Workshop on Knowledge Extraction and Integration for Deep Learning Architectures; Deep Learning Inside Out",2021,"Taku Sakamoto,Akiko Aizawa",2,23,0,"https://www.semanticscholar.org/paper/c9343c26a0e604f7afd94b7290bbdf8d96cd65b6"
"62953ca1252c9febe07c7007a10911726f37792d","TIMEDIAL: Temporal Commonsense Reasoning in Dialog","This paper presents the first study to investigate pre-trained LMs for their temporal reasoning capabilities in dialogs by introducing a new task and a crowd-sourced English challenge set, TimeDial, and reveals that the models fail to reason about dialog context correctly; instead, they rely on shallow cues based on existing temporal patterns in context.","Annual Meeting of the Association for Computational Linguistics",2021,"Lianhui Qin,Aditya Gupta,Shyam Upadhyay,Luheng He,Yejin Choi,Manaal Faruqui",39,47,3,"https://www.semanticscholar.org/paper/62953ca1252c9febe07c7007a10911726f37792d"
"f729e16ee6765e2fd76772cbf9d3dd17b4d25438","Towards Tractable Mathematical Reasoning: Challenges, Strategies, and Opportunities for Solving Math Word Problems","This work inspects non-neural and neural methods to solve math word problems narrated in a natural language, and highlights the ability of these methods to be generalizable, mathematically reasonable, interpretable, and explainable.","ArXiv",2021,"Keyur Faldu,A. Sheth,Prashant Kikani,Manas Gaur,Aditi Avasthi",11,73,2,"https://www.semanticscholar.org/paper/f729e16ee6765e2fd76772cbf9d3dd17b4d25438"
"598d9b235f5ab148fc757240d9bc39a47b8eaf72","Program of Thoughts Prompting: Disentangling Computation from Reasoning for Numerical Reasoning Tasks","Under both few-shot and zero-shot settings, PoT can show an average performance gain over CoT by around 12% across all the evaluated datasets, and by combining PoT with self-consistency decoding, can achieve SoT performance on all math problem datasets and near-SoTA performance on ﬁnancial datasets.","ArXiv",2022,"Wenhu Chen,Xueguang Ma,Xinyi Wang,William W. Cohen",189,49,5,"https://www.semanticscholar.org/paper/598d9b235f5ab148fc757240d9bc39a47b8eaf72"
"a5808ccc50f77083bd3be926fb2af05cf34563ff","Evaluating Transformer Language Models on Arithmetic Operations Using Number Decomposition","The ability of Transformer Language Models to perform arithmetic operations following a pipeline that, before performing computations, decomposes numbers in units, tens, and so on is evaluated.","International Conference on Language Resources and Evaluation",2022,"Matteo Muffo,A. Cocco,Enrico Bertino",13,22,0,"https://www.semanticscholar.org/paper/a5808ccc50f77083bd3be926fb2af05cf34563ff"
"1a174b63d294f96568517b91f2c8d6c9362118b5","Towards Robust Numerical Question Answering: Diagnosing Numerical Capabilities of NLP Systems","This paper proposes to conduct numerical capability diagnosis on a series of Numerical Question Answering systems and datasets and investigates the effectiveness of applying perturbations as data augmentation to relieve systems’ lack of robust numerical capabilities.","Conference on Empirical Methods in Natural Language Processing",2022,"Jialiang Xu,Mengyu Zhou,Xinyi He,Shi Han,Dongmei Zhang",3,49,0,"https://www.semanticscholar.org/paper/1a174b63d294f96568517b91f2c8d6c9362118b5"
"40a1f266bb5ca853837355bfff272a55f0049c81","Mining Numbers in Text: A Survey","A quick overview of the history and recent advances of the research of mining such relations between numerals and words found in text data is provided.","Information Systems",2021,"Minoru Yoshida,K. Kita",2,42,0,"https://www.semanticscholar.org/paper/40a1f266bb5ca853837355bfff272a55f0049c81"
"24f09c1eb5d7b662bd53892f846600c5e0b66a6c","Masked Measurement Prediction: Learning to Jointly Predict Quantities and Units from Textual Context","This work introduces a novel task, Masked Measurement Prediction (MMP), where a model learns to reconstruct a number 010 together with its associated unit given masked 011 text and introduces a new GeMM model that jointly learns to predict numbers along with 017 their units.","NAACL-HLT",2021,"Daniel M. Spokoyny,Ivan Lee,Zhao Jin,Taylor Berg-Kirkpatrick",5,33,1,"https://www.semanticscholar.org/paper/24f09c1eb5d7b662bd53892f846600c5e0b66a6c"
"320c1c6647a5b975c901347f71638c881888686b","NQuAD: 70,000+ Questions for Machine Comprehension of the Numerals in Text","A Numeral-related Question Answering Dataset, NQuAD, for fine-grained numeracy, is presented, and several baselines for future works are proposed and it is shown that N QuAD is more challenging than the numeral- related questions in other datasets.","International Conference on Information and Knowledge Management",2021,"Chung-Chi Chen,Hen-Hsen Huang,Hsin-Hsi Chen",2,30,0,"https://www.semanticscholar.org/paper/320c1c6647a5b975c901347f71638c881888686b"
"31699d03a49e38295298f1b1a53185644abba12e","Numeracy enhances the Literacy of Language Models","A significant improvement in MWP for sentences containing numbers is found, that exponent embeddings are the best number encoders, yielding over 2 points jump in prediction accuracy over a BERT baseline, and that these enhanced literacy skills also generalize to contexts without annotated numbers.","Conference on Empirical Methods in Natural Language Processing",2021,"Avijit Thawani,J. Pujara,F. Ilievski",17,20,1,"https://www.semanticscholar.org/paper/31699d03a49e38295298f1b1a53185644abba12e"
"c2d50f17ea6769f6f5663ccac37a9627a0543184","I NVESTIGATING THE L IMITATIONS OF T RANSFORM ERS WITH S IMPLE A RITHMETIC T ASKS","It is concluded that modern pretrained language models can easily learn arithmetic from very few examples, as long as they use the proper surface representation, which bolsters evidence that subword tokenizers and positional encodings are compo-nents in current transformer designs that might need improvement.","",,"",60,48,0,"https://www.semanticscholar.org/paper/c2d50f17ea6769f6f5663ccac37a9627a0543184"
"b16d916ce411be0b1c7b6139317c652927984f46","Tokenization on the Number Line is All You Need","A carefully designed tokenization scheme is found to be both the simplest to implement and sufﬁcient to implement, and changes at the 032 tokenization level achieve near state-of-the-art results while requiring minimal resources compared to other number representation schemes.","",2021,"",0,10,0,"https://www.semanticscholar.org/paper/b16d916ce411be0b1c7b6139317c652927984f46"
"108c25905be36b2a7a0fc7256ac314985ecd9699","Induced Natural Language Rationales and Interleaved Markup Tokens Enable Extrapolation in Large Language Models","This work demonstrates that large language models can succeed in extrapolation without modifying their architecture or training procedure, and shows how generating step-by-step rationales and introducing marker tokens are both required for effective extrapolation.","MATHNLP",2022,"M. Bueno,Carlos Gemmel,Jeffrey Stephen Dalton,R. Lotufo,Rodrigo Nogueira",8,66,0,"https://www.semanticscholar.org/paper/108c25905be36b2a7a0fc7256ac314985ecd9699"
"833a2f1817cb9aeb292620454889cae78e26dda4","Impact of Pretraining Term Frequencies on Few-Shot Reasoning","Overall, although LMs exhibit strong performance at few-shot numerical reasoning tasks, the results raise the question of how much models actually generalize beyond pretraining data, and researchers are encouraged to take thepretraining data into account when interpreting evaluation results.","ArXiv",2022,"Yasaman Razeghi,Robert L Logan IV,Matt Gardner,Sameer Singh",107,54,4,"https://www.semanticscholar.org/paper/833a2f1817cb9aeb292620454889cae78e26dda4"
"c97bcf9e605938c2bef54f12b2156c678f1a2373","Introducing Semantic Information for Numerical Attribute Prediction over Knowledge Graphs","This paper re-examines the numerical attribute prediction task over KGs, and introduces several novel methods to explore and utilize the rich semantic knowledge of language models (LMs) for this task.","International Workshop on the Semantic Web",2022,"Bingcong Xue,Yanzeng Li,Lei Zou",2,53,0,"https://www.semanticscholar.org/paper/c97bcf9e605938c2bef54f12b2156c678f1a2373"
"ffd5d435c9534cf7e4e6995cd9d6a888d317e2f9","Numerical Correlation in Text","A new task, Numerical Correlation in Text, which requires models to identify the correlation between two numbers in a sentence is proposed and a new dataset is introduced, which contains over 2,000 Wikipedia sentences with two numbers and their correlation labels.","MATHNLP",2022,"Daniel M. Spokoyny,Chien-Sheng Wu,Caiming Xiong",0,21,0,"https://www.semanticscholar.org/paper/ffd5d435c9534cf7e4e6995cd9d6a888d317e2f9"
"0b7e9b6b588baa3f24fdde06feec26a067aa74bd","MultiHiertt: Numerical Reasoning over Multi Hierarchical Tabular and Textual Data","A new large-scale benchmark, MultiHiertt, with QA pairs over Multi Hierarchical Tabular and Textual data is constructed and a novel QA model termed MT2Net is introduced, which first applies facts retrieving to extract relevant supporting facts from both tables and text and then uses a reasoning module to perform symbolic reasoning over retrieved facts.","Annual Meeting of the Association for Computational Linguistics",2022,"Yilun Zhao,Yunxiang Li,Chenying Li,Rui Zhang",35,66,4,"https://www.semanticscholar.org/paper/0b7e9b6b588baa3f24fdde06feec26a067aa74bd"
"cd54a839ba12e7417e321b4407788dc426ebaefc","Exploiting Numerical-Contextual Knowledge to Improve Numerical Reasoning in Question Answering","This work proposes a novel attention masked reasoning model, the NC-BERT, that learns to leverage the number-related contextual knowledge to alleviate the over-reliance on parametric knowledge and enhance the numerical reasoning capabilities of the QA model.","NAACL-HLT",2022,"Jeonghwan Kim,Junmo Kang,Kyung-min Kim,Giwon Hong,Sung-Hyon Myaeng",4,24,0,"https://www.semanticscholar.org/paper/cd54a839ba12e7417e321b4407788dc426ebaefc"
"58c7a31bf47948d936de937b1cf7b49463608557","NumGPT: Improving Numeracy Ability of Generative Pre-trained Models","The experiment results show that NumGPT outperforms baseline models (e.g., GPT and GPT with DICE) on a range of numerical reasoning tasks such as measurement estimation, number comparison, math word problems, and magnitude classification.","ArXiv",2021,"Zhihua Jin,Xin Jiang,Xingbo Wang,Qun Liu,Yong Wang,Xiaozhe Ren,Huamin Qu",14,30,1,"https://www.semanticscholar.org/paper/58c7a31bf47948d936de937b1cf7b49463608557"
"cd854d3d7a1231b1dfbbfa09a697ac064026be51","Can neural networks do arithmetic? A survey on the elementary numerical skills of state-of-the-art deep learning models","This survey critically examines the recent literature, concluding that even state-of-the-art architectures often fall short when probed with relatively simple tasks designed to test basic numerical and arithmetic knowledge.","arXiv.org",2023,"Alberto Testolin",4,108,0,"https://www.semanticscholar.org/paper/cd854d3d7a1231b1dfbbfa09a697ac064026be51"
"817e52b815560f95171d8fa60f78dd965e885a65","How well do Large Language Models perform in Arithmetic tasks?","This work proposes an arithmetic dataset MATH 401 to test the latest large language models including GPT-4, ChatG PT, InstrctGPT, Galactica, and LLaMA with various arithmetic expressions and provides a detailed analysis of the ability of largelanguage models.","arXiv.org",2023,"Zheng Yuan,Hongyi Yuan,Chuanqi Tan,Wei Wang,Songfang Huang",33,35,0,"https://www.semanticscholar.org/paper/817e52b815560f95171d8fa60f78dd965e885a65"
"8c7846c9805834dbe2fb0c8f48253b8d65b79d6a","Goat: Fine-tuned LLaMA Outperforms GPT-4 on Arithmetic Tasks","Goat, a fine-tuned LLaMA model that significantly outperforms GPT-4 on a range of arithmetic tasks, is introduced and an approach that classifies tasks based on their learnability, and subsequently decomposes unlearnable tasks into a series of learnable tasks by leveraging basic arithmetic principles is proposed.","arXiv.org",2023,"Tiedong Liu,K. H. Low",22,36,3,"https://www.semanticscholar.org/paper/8c7846c9805834dbe2fb0c8f48253b8d65b79d6a"
"d8244cf970b9019cfb7f813275eba10d17c47166","Learning Multi-Step Reasoning by Solving Arithmetic Tasks","This work investigates how to incorporate relatively small LMs with the capabilities of multi-step reasoning by continually pre-training LMs on a synthetic dataset MsAT which is composed of Multi-step Arithmetic Tasks.","Annual Meeting of the Association for Computational Linguistics",2023,"Tianduo Wang,Wei Lu",5,40,0,"https://www.semanticscholar.org/paper/d8244cf970b9019cfb7f813275eba10d17c47166"
"0b315e6d4d800e04caf2f587312ce163e748d10c","Numeric Magnitude Comparison Effects in Large Language Models","","Annual Meeting of the Association for Computational Linguistics",2023,"Raj Sanjay Shah,Vijay Marupudi,Reba Koenen,Khushi Bhardwaj,S. Varma",0,47,0,"https://www.semanticscholar.org/paper/0b315e6d4d800e04caf2f587312ce163e748d10c"
"24a285b1e7ee9acfec9a82f7123563b62f532203","FERMAT: An Alternative to Accuracy for Numerical Reasoning","This work introduces a multi-view evaluation set for numerical reasoning in English, called FERMAT, which evaluates models on various key numerical reasoning aspects such as number understanding, mathematical operations, and training dependency.","Annual Meeting of the Association for Computational Linguistics",2023,"Jasivan Sivakumar,N. Moosavi",0,48,0,"https://www.semanticscholar.org/paper/24a285b1e7ee9acfec9a82f7123563b62f532203"
"ecf0cb0725de18659f9ba25a8cf65a1085564006","Understanding Arithmetic Reasoning in Language Models using Causal Mediation Analysis","A mechanistic interpretation of LLMs for arithmetic-based questions using a causal mediation analysis framework, which identifies the subset of parameters responsible for specific predictions and investigates the role of the attention mechanism.","arXiv.org",2023,"Alessandro Stolfo,Yonatan Belinkov,Mrinmaya Sachan",1,51,1,"https://www.semanticscholar.org/paper/ecf0cb0725de18659f9ba25a8cf65a1085564006"
"073e6b91adc25c656d85002e3cb059e4530db20b","Let GPT be a Math Tutor: Teaching Math Word Problem Solvers with Customized Exercise Generation","A novel approach for distilling math word problem solving capabilities from large language models (LLMs) into smaller, more efficient student models designed to consider the student model's weaknesses and foster a tailored learning experience by generating targeted exercises aligned with educational science principles.","arXiv.org",2023,"Zhenwen Liang,W. Yu,Tanmay Rajpurohit,Peter Clark,Xiangliang Zhang,Ashwin Kaylan",5,64,0,"https://www.semanticscholar.org/paper/073e6b91adc25c656d85002e3cb059e4530db20b"
"857d4589b62085e900805fd5432f496e8fc07bd9","How does GPT-2 compute greater-than?: Interpreting mathematical abilities in a pre-trained language model","The basic mathematical abilities often acquired by pre-trained language models are investigated, and mechanistic interpretability techniques are used to explain the (limited) mathematical abilities of GPT-2 small.","arXiv.org",2023,"Michael Hanna,Ollie Liu,Alexandre Variengien",16,53,2,"https://www.semanticscholar.org/paper/857d4589b62085e900805fd5432f496e8fc07bd9"
"2dbec38fe353ab0e495ad09263389dbc9260824d","A Survey of Deep Learning for Mathematical Reasoning","This survey paper reviews the key tasks, datasets, and methods at the intersection of mathematical reasoning and deep learning over the past decade, and evaluates existing benchmarks and methods and discusses future research directions in this domain.","Annual Meeting of the Association for Computational Linguistics",2022,"Pan Lu,Liang Qiu,Wenhao Yu,S. Welleck,Kai-Wei Chang",41,233,3,"https://www.semanticscholar.org/paper/2dbec38fe353ab0e495ad09263389dbc9260824d"
"9b45af10429681249fafb07c3b6012ea4ce63ffe","A Causal Framework to Quantify the Robustness of Mathematical Reasoning with Language Models","This work proposes a novel framework, which pins down the causal effect of various factors in the input, e.g., the surface form of the problem text, the operands, and math operators on the output solution, and applies this framework on a test bed of math word problems.","Annual Meeting of the Association for Computational Linguistics",2022,"Alessandro Stolfo,Zhijing Jin,K. Shridhar,B. Scholkopf,Mrinmaya Sachan",18,77,1,"https://www.semanticscholar.org/paper/9b45af10429681249fafb07c3b6012ea4ce63ffe"
"ee7b871213e1deafadea4b7752467b5c5ab1b9fb","GPT Can Solve Mathematical Problems Without a Calculator","The MathGLM, fine-tuned from GLM-10B on a dataset with additional multi-step arithmetic operations and math problems described in text, achieves similar performance to GPT-4 on a 5,000-samples Chinese math problem test set.","arXiv.org",2023,"Z. Yang,Ming Ding,Qingsong Lv,Zhihuan Jiang,Zehai He,Yuyi Guo,Jinfeng Bai,Jie Tang",4,45,0,"https://www.semanticscholar.org/paper/ee7b871213e1deafadea4b7752467b5c5ab1b9fb"
"002cfed5d4d9bf2fdaddb11d32f14751f2250e0c","Teaching Arithmetic to Small Transformers","This study investigates how small transformers, trained from random initialization, can efficiently learn arithmetic operations such as addition, multiplication, and elementary functions like square root, using the next-token prediction objective.","arXiv.org",2023,"Nayoung Lee,Kartik K. Sreenivasan,Jason D. Lee,Kangwook Lee,Dimitris Papailiopoulos",13,68,1,"https://www.semanticscholar.org/paper/002cfed5d4d9bf2fdaddb11d32f14751f2250e0c"
